model,category,seed,phase,ctype,severity,rescue,image_AUROC
PaDiM,carpet,123,degradation,low_light,severe,none,0.8784109354019165
PaDiM,carpet,123,rescue,low_light,severe,CLAHE,0.8495184183120728
PaDiM,carpet,123,rescue,low_light,severe,Retinex,0.932584285736084
PaDiM,carpet,123,degradation,gaussian_blur,mild,none,0.9803370237350464
PaDiM,carpet,123,degradation,gaussian_blur,moderate,none,0.5589887499809265
PaDiM,carpet,123,degradation,gaussian_blur,severe,none,0.5
PaDiM,carpet,123,rescue,gaussian_blur,severe,Wiener,0.4550561904907226
PaDiM,carpet,123,degradation,motion_blur,mild,none,0.7764847278594971
PaDiM,carpet,123,degradation,motion_blur,moderate,none,0.4811396598815918
PaDiM,carpet,123,degradation,motion_blur,severe,none,0.4971910417079925
PaDiM,carpet,123,rescue,motion_blur,severe,Wiener (Motion PSF),0.3992776870727539
PaDiM,carpet,123,degradation,sensor_noise,mild,none,0.961476743221283
PaDiM,carpet,123,degradation,sensor_noise,moderate,none,0.908507227897644
PaDiM,carpet,123,degradation,sensor_noise,severe,none,0.8334671258926392
PaDiM,carpet,123,rescue,sensor_noise,severe,NLM Denoise,0.6380417346954346
PaDiM,carpet,123,degradation,fog_haze,mild,none,0.947030544281006
PaDiM,carpet,123,degradation,fog_haze,moderate,none,0.4755216836929321
PaDiM,carpet,123,degradation,fog_haze,severe,none,0.5738362669944763
PaDiM,carpet,123,rescue,fog_haze,severe,Dehaze (Dark Channel),0.5431380867958069
PaDiM,carpet,456,baseline,clean,none,none,0.9606741070747375
PaDiM,carpet,456,degradation,low_light,mild,none,0.9542536735534668
PaDiM,carpet,456,degradation,low_light,moderate,none,0.9277689456939696
PaDiM,carpet,456,degradation,low_light,severe,none,0.6878010034561157
PaDiM,carpet,456,rescue,low_light,severe,CLAHE,0.875200629234314
PaDiM,carpet,456,rescue,low_light,severe,Retinex,0.881621241569519
PaDiM,carpet,456,degradation,gaussian_blur,mild,none,0.8543338775634766
PaDiM,carpet,456,degradation,gaussian_blur,moderate,none,0.5056179761886597
PaDiM,carpet,456,degradation,gaussian_blur,severe,none,0.6540930867195129
PaDiM,carpet,456,rescue,gaussian_blur,severe,Wiener,0.4857544302940368
PaDiM,carpet,456,degradation,motion_blur,mild,none,0.6930177211761475
PaDiM,carpet,456,degradation,motion_blur,moderate,none,0.6392455697059631
PaDiM,carpet,456,degradation,motion_blur,severe,none,0.5738362669944763
PaDiM,carpet,456,rescue,motion_blur,severe,Wiener (Motion PSF),0.4000802636146545
PaDiM,carpet,456,degradation,sensor_noise,mild,none,0.9301766157150269
PaDiM,carpet,456,degradation,sensor_noise,moderate,none,0.8948636054992676
PaDiM,carpet,456,degradation,sensor_noise,severe,none,0.7411717176437378
PaDiM,carpet,456,rescue,sensor_noise,severe,NLM Denoise,0.7106741666793823
PaDiM,carpet,456,degradation,fog_haze,mild,none,0.75
PaDiM,carpet,456,degradation,fog_haze,moderate,none,0.5445425510406494
PaDiM,carpet,456,degradation,fog_haze,severe,none,0.5427367687225342
PaDiM,carpet,456,rescue,fog_haze,severe,Dehaze (Dark Channel),0.545545756816864
PaDiM,grid,42,baseline,clean,none,none,0.920634925365448
PaDiM,grid,42,degradation,low_light,mild,none,0.8354219198226929
PaDiM,grid,42,degradation,low_light,moderate,none,0.8730158805847168
PaDiM,grid,42,degradation,low_light,severe,none,0.8070175647735596
