model,dataset,category,seed,phase,ctype,severity,rescue,image_AUROC
PatchCore,VisA,cashew,123,degradation,gaussian_blur,severe,none,0.5
PatchCore,VisA,cashew,123,rescue,gaussian_blur,severe,Wiener,0.5
PatchCore,VisA,cashew,123,degradation,motion_blur,mild,none,0.913599967956543
PatchCore,VisA,cashew,123,rescue,motion_blur,mild,Wiener (Motion PSF),0.5
PatchCore,VisA,cashew,123,degradation,motion_blur,moderate,none,0.5
PatchCore,VisA,cashew,123,rescue,motion_blur,moderate,Wiener (Motion PSF),0.5
PatchCore,VisA,cashew,123,degradation,motion_blur,severe,none,0.5
PatchCore,VisA,cashew,123,rescue,motion_blur,severe,Wiener (Motion PSF),0.5
PatchCore,VisA,cashew,123,degradation,sensor_noise,mild,none,0.7529999613761902
PatchCore,VisA,cashew,123,rescue,sensor_noise,mild,NLM Denoise,0.670799970626831
PatchCore,VisA,cashew,123,degradation,sensor_noise,moderate,none,0.6047999858856201
PatchCore,VisA,cashew,123,rescue,sensor_noise,moderate,NLM Denoise,0.611299991607666
PatchCore,VisA,cashew,123,degradation,sensor_noise,severe,none,0.4826000034809112
PatchCore,VisA,cashew,123,rescue,sensor_noise,severe,NLM Denoise,0.4094000160694122
PatchCore,VisA,cashew,123,degradation,fog_haze,mild,none,0.4705999791622162
PatchCore,VisA,cashew,123,rescue,fog_haze,mild,Dehaze (Dark Channel),0.5806000232696533
PatchCore,VisA,cashew,123,degradation,fog_haze,moderate,none,0.5
PatchCore,VisA,cashew,123,rescue,fog_haze,moderate,Dehaze (Dark Channel),0.5
PatchCore,VisA,cashew,123,degradation,fog_haze,severe,none,0.5
PatchCore,VisA,cashew,123,rescue,fog_haze,severe,Dehaze (Dark Channel),0.5
PatchCore,VisA,cashew,456,baseline,clean,none,none,0.9613999724388124
PatchCore,VisA,cashew,456,degradation,low_light,mild,none,0.9031999707221984
PatchCore,VisA,cashew,456,rescue,low_light,mild,CLAHE,0.8159999847412109
