model,dataset,category,seed,phase,ctype,severity,rescue,image_AUROC,training,experiment,applied_to
PaDiM,MVTec-AD,cable,42,rescue,motion_blur,mild,Wiener,0.660232424736023,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,cable,42,rescue,motion_blur,moderate,Wiener,0.48819345235824585,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,cable,42,rescue,motion_blur,severe,Wiener,0.49793851375579834,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,cable,42,rescue,gaussian_blur,mild,Wiener (Motion PSF),0.5874249935150146,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,cable,42,rescue,gaussian_blur,moderate,Wiener (Motion PSF),0.5239880084991455,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,cable,42,rescue,gaussian_blur,severe,Wiener (Motion PSF),0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,cable,42,rescue,sensor_noise,mild,Dehaze (Dark Channel),0.6583583354949951,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,cable,42,rescue,sensor_noise,moderate,Dehaze (Dark Channel),0.48556971549987793,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,cable,42,rescue,sensor_noise,severe,Dehaze (Dark Channel),0.5031859278678894,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,cable,42,rescue,low_light,mild,NLM Denoise,0.6999624967575073,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,cable,42,rescue,low_light,moderate,NLM Denoise,0.6517990827560425,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,cable,42,rescue,low_light,severe,NLM Denoise,0.5404797792434692,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,capsule,42,rescue,clean,none,CLAHE,0.9848424792289734,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,capsule,42,rescue,clean,none,Retinex,0.6445951461791992,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,capsule,42,rescue,clean,none,Wiener,0.5,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,capsule,42,rescue,clean,none,Wiener (Motion PSF),0.5,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,capsule,42,rescue,clean,none,NLM Denoise,0.9908257126808167,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,capsule,42,rescue,clean,none,Dehaze (Dark Channel),0.6059035062789917,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,capsule,42,rescue,fog_haze,mild,CLAHE,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,capsule,42,rescue,fog_haze,moderate,CLAHE,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,capsule,42,rescue,fog_haze,severe,CLAHE,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,capsule,42,rescue,motion_blur,mild,Wiener,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,capsule,42,rescue,motion_blur,moderate,Wiener,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,capsule,42,rescue,motion_blur,severe,Wiener,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,capsule,42,rescue,gaussian_blur,mild,Wiener (Motion PSF),0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,capsule,42,rescue,gaussian_blur,moderate,Wiener (Motion PSF),0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,capsule,42,rescue,gaussian_blur,severe,Wiener (Motion PSF),0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,capsule,42,rescue,sensor_noise,mild,Dehaze (Dark Channel),0.4986039102077484,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,capsule,42,rescue,sensor_noise,moderate,Dehaze (Dark Channel),0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,capsule,42,rescue,sensor_noise,severe,Dehaze (Dark Channel),0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,capsule,42,rescue,low_light,mild,NLM Denoise,0.7810131311416626,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,capsule,42,rescue,low_light,moderate,NLM Denoise,0.5257279276847839,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,capsule,42,rescue,low_light,severe,NLM Denoise,0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,capsule,42,rescue,clean,none,CLAHE,0.7670522332191467,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,capsule,42,rescue,clean,none,Retinex,0.6404068470001221,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,capsule,42,rescue,clean,none,Wiener,0.5,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,capsule,42,rescue,clean,none,Wiener (Motion PSF),0.5,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,capsule,42,rescue,clean,none,NLM Denoise,0.8643797636032104,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,capsule,42,rescue,clean,none,Dehaze (Dark Channel),0.4287993609905243,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,capsule,42,rescue,fog_haze,mild,CLAHE,0.4144395887851715,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,capsule,42,rescue,fog_haze,moderate,CLAHE,0.508575975894928,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,capsule,42,rescue,fog_haze,severe,CLAHE,0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,capsule,42,rescue,motion_blur,mild,Wiener,0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,capsule,42,rescue,motion_blur,moderate,Wiener,0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,capsule,42,rescue,motion_blur,severe,Wiener,0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,capsule,42,rescue,gaussian_blur,mild,Wiener (Motion PSF),0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,capsule,42,rescue,gaussian_blur,moderate,Wiener (Motion PSF),0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,capsule,42,rescue,gaussian_blur,severe,Wiener (Motion PSF),0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,capsule,42,rescue,sensor_noise,mild,Dehaze (Dark Channel),0.4848424196243286,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,capsule,42,rescue,sensor_noise,moderate,Dehaze (Dark Channel),0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,capsule,42,rescue,sensor_noise,severe,Dehaze (Dark Channel),0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,capsule,42,rescue,low_light,mild,NLM Denoise,0.6812923550605774,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,capsule,42,rescue,low_light,moderate,NLM Denoise,0.47706422209739685,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,capsule,42,rescue,low_light,severe,NLM Denoise,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,hazelnut,42,rescue,clean,none,CLAHE,0.9999999403953552,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,hazelnut,42,rescue,clean,none,Retinex,1.0,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,hazelnut,42,rescue,clean,none,Wiener,0.947857141494751,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,hazelnut,42,rescue,clean,none,Wiener (Motion PSF),0.512499988079071,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,hazelnut,42,rescue,clean,none,NLM Denoise,1.0,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,hazelnut,42,rescue,clean,none,Dehaze (Dark Channel),1.0,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,hazelnut,42,rescue,fog_haze,mild,CLAHE,0.8007142543792725,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,hazelnut,42,rescue,fog_haze,moderate,CLAHE,0.5532143115997314,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,hazelnut,42,rescue,fog_haze,severe,CLAHE,0.5130357146263123,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,hazelnut,42,rescue,motion_blur,mild,Wiener,0.9578571319580078,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,hazelnut,42,rescue,motion_blur,moderate,Wiener,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,hazelnut,42,rescue,motion_blur,severe,Wiener,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,hazelnut,42,rescue,gaussian_blur,mild,Wiener (Motion PSF),0.512499988079071,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,hazelnut,42,rescue,gaussian_blur,moderate,Wiener (Motion PSF),0.5249999761581421,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,hazelnut,42,rescue,gaussian_blur,severe,Wiener (Motion PSF),0.587321400642395,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,hazelnut,42,rescue,sensor_noise,mild,Dehaze (Dark Channel),0.9917857646942139,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,hazelnut,42,rescue,sensor_noise,moderate,Dehaze (Dark Channel),0.9671428799629211,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,hazelnut,42,rescue,sensor_noise,severe,Dehaze (Dark Channel),0.9150000214576721,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,hazelnut,42,rescue,low_light,mild,NLM Denoise,1.0,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,hazelnut,42,rescue,low_light,moderate,NLM Denoise,0.9924999475479126,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,hazelnut,42,rescue,low_light,severe,NLM Denoise,0.9807142615318298,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,hazelnut,42,rescue,clean,none,CLAHE,0.8664286136627197,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,hazelnut,42,rescue,clean,none,Retinex,0.6737500429153442,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,hazelnut,42,rescue,clean,none,Wiener,0.5860714316368103,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,hazelnut,42,rescue,clean,none,Wiener (Motion PSF),0.5553571581840515,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,hazelnut,42,rescue,clean,none,NLM Denoise,0.8842856884002686,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,hazelnut,42,rescue,clean,none,Dehaze (Dark Channel),0.7678571343421936,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,hazelnut,42,rescue,fog_haze,mild,CLAHE,0.42571428418159485,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,hazelnut,42,rescue,fog_haze,moderate,CLAHE,0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,hazelnut,42,rescue,fog_haze,severe,CLAHE,0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,hazelnut,42,rescue,motion_blur,mild,Wiener,0.4380357563495636,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,hazelnut,42,rescue,motion_blur,moderate,Wiener,0.4982142746448517,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,hazelnut,42,rescue,motion_blur,severe,Wiener,0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,hazelnut,42,rescue,gaussian_blur,mild,Wiener (Motion PSF),0.4367856979370117,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,hazelnut,42,rescue,gaussian_blur,moderate,Wiener (Motion PSF),0.5525000095367432,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,hazelnut,42,rescue,gaussian_blur,severe,Wiener (Motion PSF),0.539821445941925,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,hazelnut,42,rescue,sensor_noise,mild,Dehaze (Dark Channel),0.49392855167388916,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,hazelnut,42,rescue,sensor_noise,moderate,Dehaze (Dark Channel),0.5012499690055847,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,hazelnut,42,rescue,sensor_noise,severe,Dehaze (Dark Channel),0.512499988079071,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,hazelnut,42,rescue,low_light,mild,NLM Denoise,0.8296428918838501,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,hazelnut,42,rescue,low_light,moderate,NLM Denoise,0.4357142746448517,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,hazelnut,42,rescue,low_light,severe,NLM Denoise,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,screw,42,rescue,clean,none,CLAHE,0.9078704118728638,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,screw,42,rescue,clean,none,Retinex,0.620618999004364,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,screw,42,rescue,clean,none,Wiener,0.5,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,screw,42,rescue,clean,none,Wiener (Motion PSF),0.5,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,screw,42,rescue,clean,none,NLM Denoise,0.9594179391860962,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,screw,42,rescue,clean,none,Dehaze (Dark Channel),0.5,clean,rescue_on_clean,undegraded
PatchCore,MVTec-AD,screw,42,rescue,fog_haze,mild,CLAHE,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,screw,42,rescue,fog_haze,moderate,CLAHE,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,screw,42,rescue,fog_haze,severe,CLAHE,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,screw,42,rescue,motion_blur,mild,Wiener,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,screw,42,rescue,motion_blur,moderate,Wiener,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,screw,42,rescue,motion_blur,severe,Wiener,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,screw,42,rescue,gaussian_blur,mild,Wiener (Motion PSF),0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,screw,42,rescue,gaussian_blur,moderate,Wiener (Motion PSF),0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,screw,42,rescue,gaussian_blur,severe,Wiener (Motion PSF),0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,screw,42,rescue,sensor_noise,mild,Dehaze (Dark Channel),0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,screw,42,rescue,sensor_noise,moderate,Dehaze (Dark Channel),0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,screw,42,rescue,sensor_noise,severe,Dehaze (Dark Channel),0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,screw,42,rescue,low_light,mild,NLM Denoise,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,screw,42,rescue,low_light,moderate,NLM Denoise,0.5,clean,rescue_mismatched,wrong_corruption
PatchCore,MVTec-AD,screw,42,rescue,low_light,severe,NLM Denoise,0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,screw,42,rescue,clean,none,CLAHE,0.6187742948532104,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,screw,42,rescue,clean,none,Retinex,0.6224637031555176,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,screw,42,rescue,clean,none,Wiener,0.5,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,screw,42,rescue,clean,none,Wiener (Motion PSF),0.5,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,screw,42,rescue,clean,none,NLM Denoise,0.6956343650817871,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,screw,42,rescue,clean,none,Dehaze (Dark Channel),0.539864718914032,clean,rescue_on_clean,undegraded
PaDiM,MVTec-AD,screw,42,rescue,fog_haze,mild,CLAHE,0.34166839718818665,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,screw,42,rescue,fog_haze,moderate,CLAHE,0.4789915978908539,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,screw,42,rescue,fog_haze,severe,CLAHE,0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,screw,42,rescue,motion_blur,mild,Wiener,0.5609756112098694,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,screw,42,rescue,motion_blur,moderate,Wiener,0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,screw,42,rescue,motion_blur,severe,Wiener,0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,screw,42,rescue,gaussian_blur,mild,Wiener (Motion PSF),0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,screw,42,rescue,gaussian_blur,moderate,Wiener (Motion PSF),0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,screw,42,rescue,gaussian_blur,severe,Wiener (Motion PSF),0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,screw,42,rescue,sensor_noise,mild,Dehaze (Dark Channel),0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,screw,42,rescue,sensor_noise,moderate,Dehaze (Dark Channel),0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,screw,42,rescue,sensor_noise,severe,Dehaze (Dark Channel),0.5,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,screw,42,rescue,low_light,mild,NLM Denoise,0.5118876695632935,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,screw,42,rescue,low_light,moderate,NLM Denoise,0.5568764209747314,clean,rescue_mismatched,wrong_corruption
PaDiM,MVTec-AD,screw,42,rescue,low_light,severe,NLM Denoise,0.5032793879508972,clean,rescue_mismatched,wrong_corruption
