model,category,seed,phase,ctype,severity,rescue,image_AUROC
PaDiM,toothbrush,123,rescue,motion_blur,moderate,Wiener (Motion PSF),0.6305555105209351
PaDiM,toothbrush,456,rescue,gaussian_blur,mild,Wiener,0.5
PaDiM,toothbrush,456,rescue,gaussian_blur,moderate,Wiener,0.5
PaDiM,toothbrush,456,rescue,motion_blur,mild,Wiener (Motion PSF),0.6333333253860474
PaDiM,toothbrush,456,rescue,motion_blur,moderate,Wiener (Motion PSF),0.6291667222976685
PaDiM,transistor,42,rescue,gaussian_blur,mild,Wiener,0.6262500286102295
PaDiM,transistor,42,rescue,gaussian_blur,moderate,Wiener,0.48750001192092896
PaDiM,transistor,42,rescue,motion_blur,mild,Wiener (Motion PSF),0.7775000333786011
PaDiM,transistor,42,rescue,motion_blur,moderate,Wiener (Motion PSF),0.5687500238418579
PaDiM,transistor,123,rescue,gaussian_blur,mild,Wiener,0.6504167318344116
PaDiM,transistor,123,rescue,gaussian_blur,moderate,Wiener,0.5349999666213989
PaDiM,transistor,123,rescue,motion_blur,mild,Wiener (Motion PSF),0.7849999666213989
PaDiM,transistor,123,rescue,motion_blur,moderate,Wiener (Motion PSF),0.7083333730697632
PaDiM,transistor,456,rescue,gaussian_blur,mild,Wiener,0.5924999713897705
PaDiM,transistor,456,rescue,gaussian_blur,moderate,Wiener,0.6120833158493042
PaDiM,transistor,456,rescue,motion_blur,mild,Wiener (Motion PSF),0.7599999904632568
PaDiM,transistor,456,rescue,motion_blur,moderate,Wiener (Motion PSF),0.5672916769981384
PaDiM,wood,42,rescue,gaussian_blur,mild,Wiener,0.9403508901596069
PaDiM,wood,42,rescue,gaussian_blur,moderate,Wiener,0.536403477191925
PaDiM,wood,42,rescue,motion_blur,mild,Wiener (Motion PSF),0.936842143535614
PaDiM,wood,42,rescue,motion_blur,moderate,Wiener (Motion PSF),0.9631578922271729
PaDiM,wood,123,rescue,gaussian_blur,mild,Wiener,0.9166666269302368
PaDiM,wood,123,rescue,gaussian_blur,moderate,Wiener,0.8184210062026978
PaDiM,wood,123,rescue,motion_blur,mild,Wiener (Motion PSF),0.9508771896362305
PaDiM,wood,123,rescue,motion_blur,moderate,Wiener (Motion PSF),0.7973684072494507
PaDiM,wood,456,rescue,gaussian_blur,mild,Wiener,0.6885964870452881
PaDiM,wood,456,rescue,gaussian_blur,moderate,Wiener,0.7315789461135864
PaDiM,wood,456,rescue,motion_blur,mild,Wiener (Motion PSF),0.9184210300445557
PaDiM,wood,456,rescue,motion_blur,moderate,Wiener (Motion PSF),0.7491227388381958
PaDiM,zipper,42,rescue,gaussian_blur,mild,Wiener,0.661239504814148
PaDiM,zipper,42,rescue,gaussian_blur,moderate,Wiener,0.5136554837226868
PaDiM,zipper,42,rescue,motion_blur,mild,Wiener (Motion PSF),0.7455357313156128
PaDiM,zipper,42,rescue,motion_blur,moderate,Wiener (Motion PSF),0.8395482897758484
PaDiM,zipper,123,rescue,gaussian_blur,mild,Wiener,0.7316176891326904
PaDiM,zipper,123,rescue,gaussian_blur,moderate,Wiener,0.723739504814148
PaDiM,zipper,123,rescue,motion_blur,mild,Wiener (Motion PSF),0.5349264740943909
PaDiM,zipper,123,rescue,motion_blur,moderate,Wiener (Motion PSF),0.5940126180648804
PaDiM,zipper,456,rescue,gaussian_blur,mild,Wiener,0.7507878541946411
PaDiM,zipper,456,rescue,gaussian_blur,moderate,Wiener,0.4831932783126831
PaDiM,zipper,456,rescue,motion_blur,mild,Wiener (Motion PSF),0.8266806602478027
PaDiM,zipper,456,rescue,motion_blur,moderate,Wiener (Motion PSF),0.8054096102714539
