model,category,seed,phase,ctype,severity,rescue,image_AUROC
PaDiM,toothbrush,123,rescue,motion_blur,mild,Wiener (Motion PSF),0.4416666626930237
PaDiM,toothbrush,123,rescue,motion_blur,moderate,Wiener (Motion PSF),0.6138888597488403
PaDiM,toothbrush,456,rescue,gaussian_blur,mild,Wiener,0.5
PaDiM,toothbrush,456,rescue,gaussian_blur,moderate,Wiener,0.5
PaDiM,toothbrush,456,rescue,motion_blur,mild,Wiener (Motion PSF),0.7194443941116333
PaDiM,toothbrush,456,rescue,motion_blur,moderate,Wiener (Motion PSF),0.5499999523162842
PaDiM,transistor,42,rescue,gaussian_blur,mild,Wiener,0.6891666650772095
PaDiM,transistor,42,rescue,gaussian_blur,moderate,Wiener,0.5037499666213989
PaDiM,transistor,42,rescue,motion_blur,mild,Wiener (Motion PSF),0.7649999856948853
PaDiM,transistor,42,rescue,motion_blur,moderate,Wiener (Motion PSF),0.5527083873748779
PaDiM,transistor,123,rescue,gaussian_blur,mild,Wiener,0.7124999761581421
PaDiM,transistor,123,rescue,gaussian_blur,moderate,Wiener,0.64041668176651
PaDiM,transistor,123,rescue,motion_blur,mild,Wiener (Motion PSF),0.7737500071525574
PaDiM,transistor,123,rescue,motion_blur,moderate,Wiener (Motion PSF),0.6520833373069763
PaDiM,transistor,456,rescue,gaussian_blur,mild,Wiener,0.6499999761581421
PaDiM,transistor,456,rescue,gaussian_blur,moderate,Wiener,0.5639583468437195
PaDiM,transistor,456,rescue,motion_blur,mild,Wiener (Motion PSF),0.7806249856948853
PaDiM,transistor,456,rescue,motion_blur,moderate,Wiener (Motion PSF),0.652916669845581
PaDiM,wood,42,rescue,gaussian_blur,mild,Wiener,0.7254385948181152
PaDiM,wood,42,rescue,gaussian_blur,moderate,Wiener,0.5929824709892273
PaDiM,wood,42,rescue,motion_blur,mild,Wiener (Motion PSF),0.8798245787620544
PaDiM,wood,42,rescue,motion_blur,moderate,Wiener (Motion PSF),0.9333333373069763
PaDiM,wood,123,rescue,gaussian_blur,mild,Wiener,0.8973684310913086
PaDiM,wood,123,rescue,gaussian_blur,moderate,Wiener,0.5605263710021973
PaDiM,wood,123,rescue,motion_blur,mild,Wiener (Motion PSF),0.9561402797698975
PaDiM,wood,123,rescue,motion_blur,moderate,Wiener (Motion PSF),0.8201754093170166
PaDiM,wood,456,rescue,gaussian_blur,mild,Wiener,0.6429824829101562
PaDiM,wood,456,rescue,gaussian_blur,moderate,Wiener,0.5210525989532471
PaDiM,wood,456,rescue,motion_blur,mild,Wiener (Motion PSF),0.8833333253860474
PaDiM,wood,456,rescue,motion_blur,moderate,Wiener (Motion PSF),0.6157894134521484
PaDiM,zipper,42,rescue,gaussian_blur,mild,Wiener,0.6801470518112183
PaDiM,zipper,42,rescue,gaussian_blur,moderate,Wiener,0.5211397409439087
PaDiM,zipper,42,rescue,motion_blur,mild,Wiener (Motion PSF),0.6536239385604858
PaDiM,zipper,42,rescue,motion_blur,moderate,Wiener (Motion PSF),0.5821954011917114
PaDiM,zipper,123,rescue,gaussian_blur,mild,Wiener,0.7132352590560913
PaDiM,zipper,123,rescue,gaussian_blur,moderate,Wiener,0.6294642686843872
PaDiM,zipper,123,rescue,motion_blur,mild,Wiener (Motion PSF),0.7531512975692749
PaDiM,zipper,123,rescue,motion_blur,moderate,Wiener (Motion PSF),0.5548844337463379
PaDiM,zipper,456,rescue,gaussian_blur,mild,Wiener,0.7573529481887817
PaDiM,zipper,456,rescue,gaussian_blur,moderate,Wiener,0.4789915978908539
PaDiM,zipper,456,rescue,motion_blur,mild,Wiener (Motion PSF),0.7452731132507324
PaDiM,zipper,456,rescue,motion_blur,moderate,Wiener (Motion PSF),0.561974823474884
